2023-07-20 14:17:13,656 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x10000010aea000d with negotiated timeout 2000 for client /127.0.0.1:34044
2023-07-20 14:17:23,103 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:32904
2023-07-20 14:17:23,108 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:32904
2023-07-20 14:17:23,110 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x10000010aea000e with negotiated timeout 2000 for client /127.0.0.1:32904
2023-07-20 14:17:44,735 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x10000010aea000c, likely client has closed socket
2023-07-20 14:17:44,736 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /127.0.0.1:60516 which had sessionid 0x10000010aea000c
2023-07-20 14:17:46,396 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x10000010aea000c, timeout of 2000ms exceeded
2023-07-20 14:17:46,397 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10000010aea000c
2023-07-20 14:18:12,983 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x10000010aea000e, likely client has closed socket
2023-07-20 14:18:12,984 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /127.0.0.1:32904 which had sessionid 0x10000010aea000e
2023-07-20 14:18:14,497 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x10000010aea000e, timeout of 2000ms exceeded
2023-07-20 14:18:14,497 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10000010aea000e
2023-07-20 14:18:31,888 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x10000010aea000d, likely client has closed socket
2023-07-20 14:18:31,900 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /127.0.0.1:34044 which had sessionid 0x10000010aea000d
2023-07-20 14:18:33,798 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x10000010aea000d, timeout of 2000ms exceeded
2023-07-20 14:18:33,799 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10000010aea000d
2023-07-20 14:24:09,889 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:49854
2023-07-20 14:24:09,893 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:49854
2023-07-20 14:24:09,900 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x10000010aea000f with negotiated timeout 2000 for client /127.0.0.1:49854
2023-07-20 14:24:11,080 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:54008
2023-07-20 14:24:11,084 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:54008
2023-07-20 14:24:11,086 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x10000010aea0010 with negotiated timeout 2000 for client /127.0.0.1:54008
2023-07-20 14:24:13,003 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:54010
2023-07-20 14:24:13,009 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:54010
2023-07-20 14:24:13,011 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x10000010aea0011 with negotiated timeout 2000 for client /127.0.0.1:54010
2023-07-20 14:24:35,317 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x10000010aea000f, likely client has closed socket
2023-07-20 14:24:35,318 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /127.0.0.1:49854 which had sessionid 0x10000010aea000f
2023-07-20 14:24:37,196 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x10000010aea000f, timeout of 2000ms exceeded
2023-07-20 14:24:37,198 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10000010aea000f
2023-07-20 14:24:38,965 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:51478
2023-07-20 14:24:38,970 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:51478
2023-07-20 14:24:38,972 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x10000010aea0012 with negotiated timeout 2000 for client /127.0.0.1:51478
2023-07-20 14:25:00,580 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x10000010aea0011, likely client has closed socket
2023-07-20 14:25:00,581 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /127.0.0.1:54010 which had sessionid 0x10000010aea0011
2023-07-20 14:25:02,397 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x10000010aea0011, timeout of 2000ms exceeded
2023-07-20 14:25:02,398 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10000010aea0011
2023-07-20 14:25:09,022 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10000010aea0010
2023-07-20 14:25:09,074 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /127.0.0.1:54008 which had sessionid 0x10000010aea0010
2023-07-20 14:25:09,158 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x10000010aea0012
2023-07-20 14:25:09,160 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /127.0.0.1:51478 which had sessionid 0x10000010aea0012
2023-07-20 14:25:29,112 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:44204
2023-07-20 14:25:29,118 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:44204
2023-07-20 14:25:29,131 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x10000010aea0013 with negotiated timeout 2000 for client /127.0.0.1:44204
2023-07-20 14:25:30,009 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:44206
2023-07-20 14:25:30,014 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /127.0.0.1:44206
2023-07-20 14:25:30,016 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x10000010aea0014 with negotiated timeout 2000 for client /127.0.0.1:44206
2023-07-20 14:25:34,552 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@215] - Accepted socket connection from /127.0.0.1:59536
